Nom,Id_Club,Club,Catégorie,Volee_1_Score_1,Volee_1_Score_2,Volee_1_Score_3,Volee_1_Score_4,Volee_1_Score_5,Volee_1_Score_6,Volee_2_Score_1,Volee_2_Score_2,Volee_2_Score_3,Volee_2_Score_4,Volee_2_Score_5,Volee_2_Score_6,Volee_3_Score_1,Volee_3_Score_2,Volee_3_Score_3,Volee_3_Score_4,Volee_3_Score_5,Volee_3_Score_6,Volee_4_Score_1,Volee_4_Score_2,Volee_4_Score_3,Volee_4_Score_4,Volee_4_Score_5,Volee_4_Score_6,Volee_5_Score_1,Volee_5_Score_2,Volee_5_Score_3,Volee_5_Score_4,Volee_5_Score_5,Volee_5_Score_6,Volee_6_Score_1,Volee_6_Score_2,Volee_6_Score_3,Volee_6_Score_4,Volee_6_Score_5,Volee_6_Score_6
Payet Stephane,0169188,Lyon 8Eme,CO S2H,X,X,10,10,9,9,X,X,X,10,10,9,X,X,X,10,10,9,X,10,10,10,9,9,X,10,10,10,9,9,X,X,10,9,9,9
Lejeune Pierrick,0762297,Wingles,CO U21H,X,10,10,10,10,9,10,10,9,9,8,8,10,10,9,9,9,8,X,X,10,9,9,8,X,10,10,9,9,9,9,9,9,8,8,8
Lejeune Pierrick,0762297,Wingles,CO U21H,10,9,8,8,7,7,10,9,9,9,7,6,X,X,10,9,9,8,10,10,9,9,9,9,9,9,8,8,8,8,X,X,X,10,10,9
Etienne David,0759101,Villeneuve D'ascq,CO S2H,10,10,10,9,8,8,X,10,10,10,9,8,X,X,X,9,9,9,X,10,10,10,10,9,X,X,X,10,10,9,X,X,10,10,9,9
Etienne David,0759101,Villeneuve D'ascq,CO S2H,X,X,10,9,9,9,X,X,10,10,10,9,X,10,10,10,10,9,X,10,9,9,9,9,X,X,10,10,10,9,X,X,10,9,9,9
Beaudroit Laurent,0169188,Lyon 8Eme,CO S2H,10,10,10,9,9,8,X,X,9,9,9,8,X,10,10,10,9,9,9,9,9,9,9,8,9,9,9,9,8,8,10,9,9,9,8,8
Beaudroit Laurent,0169188,Lyon 8Eme,CO S2H,10,10,9,9,9,9,X,10,9,9,9,9,X,X,10,10,9,9,X,10,10,9,9,9,X,10,9,9,9,8,X,10,9,9,8,6
Croes Quentin,0762297,Wingles,CO S1H,X,X,X,10,9,9,X,X,X,10,10,10,X,X,X,10,10,6,X,X,X,10,10,9,X,X,10,10,10,10,X,X,X,10,9,8
Croes Quentin,0762297,Wingles,CO S1H,X,X,10,10,9,9,X,10,9,9,9,9,X,X,X,10,9,9,X,10,10,10,10,9,X,X,10,10,10,9,X,X,X,10,9,8
Lorthioir Yann,1313090,St Martin De Crau,CO S1H,X,10,10,10,9,9,X,X,10,10,9,9,X,10,10,9,9,9,X,X,10,10,10,9,X,X,9,9,9,9,10,9,9,9,9,8
Lorthioir Yann,1313090,St Martin De Crau,CO S1H,X,X,X,10,10,10,X,X,10,10,10,10,X,X,10,10,9,8,X,10,9,9,9,9,X,X,10,9,9,9,X,X,X,10,9,9
Sarroste Victor,1016003,Ruelle Sur Touvre,CO S1H,X,10,10,9,9,9,X,X,10,10,9,9,X,X,X,X,10,9,X,X,10,9,9,8,X,X,10,10,10,9,X,X,10,9,9,9
Sarroste Victor,1016003,Ruelle Sur Touvre,CO S1H,X,X,X,X,9,9,X,10,10,10,10,9,X,10,9,9,9,9,X,10,9,9,9,9,X,10,10,10,9,9,X,X,10,9,9,9
Sagot Thomas,0762297,Wingles,CO S1H,10,10,9,9,9,8,9,9,9,9,9,9,X,10,10,9,9,9,X,X,10,9,9,9,X,10,10,10,9,9,10,10,10,9,9,8
Sagot Thomas,0762297,Wingles,CO S1H,X,10,10,10,9,9,X,X,X,X,X,9,X,10,10,10,10,9,X,X,X,10,10,9,X,X,10,10,8,8,X,X,10,10,9,7
Charaudeau Alexis,1313090,St Martin De Crau,CO S1H,X,X,10,9,9,8,X,10,9,9,9,8,10,10,10,9,9,9,X,10,9,9,9,9,10,10,10,9,9,9,X,X,9,9,9,9
Charaudeau Alexis,1313090,St Martin De Crau,CO S1H,10,10,10,10,10,9,X,X,10,10,9,9,X,X,10,10,9,9,X,10,10,10,9,9,X,10,10,9,9,9,X,X,X,10,10,9
Peyrondet Francois,1016003,Ruelle Sur Touvre,CO S2H,10,10,10,9,9,8,X,10,10,10,9,9,X,10,10,10,9,8,X,10,9,9,9,8,10,10,10,9,9,9,X,X,9,8,8,8
Peyrondet Francois,1016003,Ruelle Sur Touvre,CO S2H,10,10,9,9,9,9,X,9,9,9,8,8,10,10,10,10,10,9,X,X,10,10,9,9,X,10,9,9,8,8,10,9,9,9,9,8
Braun Romain,0762297,Wingles,CO S1H,10,10,9,9,9,8,X,9,9,9,9,7,X,10,9,9,9,9,X,9,9,9,8,8,X,X,10,9,9,9,X,X,10,10,10,9
Braun Romain,0762297,Wingles,CO S1H,X,10,10,10,9,7,X,X,10,9,9,9,10,10,10,10,10,10,X,10,10,10,9,9,X,X,X,10,9,9,X,X,10,9,9,9
Parpillon Julien,1313090,St Martin De Crau,CO S1H,X,X,X,10,9,8,X,10,10,10,9,8,X,10,9,9,9,9,X,10,10,10,10,9,X,X,X,X,10,9,X,10,9,9,9,9
Parpillon Julien,1313090,St Martin De Crau,CO S1H,X,X,10,9,9,9,X,10,10,10,10,9,X,10,10,10,10,9,X,10,10,9,9,9,X,10,10,10,10,9,X,10,10,9,9,8
Gardeur Antonin,1016003,Ruelle Sur Touvre,CO S1H,X,X,X,10,9,9,X,10,10,10,10,9,X,10,10,10,10,9,X,X,X,X,10,10,X,10,10,10,10,10,X,X,10,10,10,9
Gardeur Antonin,1016003,Ruelle Sur Touvre,CO S1H,X,X,10,10,10,10,10,10,10,9,9,9,X,X,X,X,9,9,10,10,10,9,9,9,X,X,X,X,10,10,X,10,10,10,10,9
Nedjar Younes,0760171,Compiegne,CO S2H,10,9,9,9,9,8,10,9,9,9,9,9,X,X,9,9,8,8,X,X,9,9,8,8,X,10,10,10,9,9,10,9,9,9,8,7
Nedjar Younes,0760171,Compiegne,CO S2H,X,10,10,9,9,9,10,10,10,10,9,8,10,10,10,9,9,7,X,10,10,9,9,9,X,9,9,9,9,9,10,9,9,9,8,8
Girard Nicolas,1313090,St Martin De Crau,CO S1H,X,X,10,10,10,9,X,X,X,X,10,10,X,X,X,X,X,10,X,10,10,10,9,9,X,X,X,X,10,10,X,X,X,X,10,10
Girard Nicolas,1313090,St Martin De Crau,CO S1H,X,X,X,10,10,10,X,X,X,X,10,9,X,X,X,X,10,10,X,X,X,10,10,10,X,X,X,10,10,9,X,10,10,10,10,10
Chauveau Baptiste,1016003,Ruelle Sur Touvre,CO S1H,X,X,10,10,10,9,10,10,9,9,9,9,X,X,10,10,9,9,X,X,X,10,10,9,X,X,X,10,9,9,X,X,X,X,10,9
Chauveau Baptiste,1016003,Ruelle Sur Touvre,CO S1H,10,10,10,10,9,9,X,X,10,9,9,9,X,X,X,9,9,9,X,10,10,10,9,9,10,10,9,9,9,8,X,10,10,9,9,9
Humetz Guillaume,0760171,Compiegne,CO S2H,10,10,10,9,9,8,X,X,X,10,10,9,X,10,9,9,9,8,X,X,9,9,9,9,X,X,10,10,9,9,X,10,10,10,10,9
Humetz Guillaume,0760171,Compiegne,CO S2H,X,X,X,10,9,9,X,10,9,9,9,9,X,X,10,10,9,9,X,10,10,10,10,9,X,X,X,9,9,8,10,10,10,10,9,9
Thomas Benoit,1244005,Saint Gereon,CO S2H,X,10,10,10,9,9,X,9,9,9,9,7,X,10,10,10,9,7,10,9,9,9,9,8,X,10,9,9,9,9,10,10,9,9,9,8
Thomas Benoit,1244005,Saint Gereon,CO S2H,X,10,10,9,8,8,X,10,9,9,9,8,X,X,X,10,9,9,X,X,10,9,8,8,10,10,10,9,9,9,10,10,9,9,9,9
Buthiaux Eric,1306038,Nice Ac,CO S3H,X,X,10,10,9,8,X,10,10,9,9,9,X,X,X,10,9,8,10,10,9,9,9,7,X,9,9,9,9,8,X,X,X,9,9,9
Buthiaux Eric,1306038,Nice Ac,CO S3H,X,9,9,9,9,9,10,10,10,10,9,8,X,10,10,8,8,8,10,10,9,9,9,8,9,9,9,8,8,8,10,9,9,9,9,9
Lecauchois Morgan,0760171,Compiegne,CO S1H,X,10,10,10,10,10,X,X,10,10,10,9,X,X,X,10,10,10,X,10,10,9,9,9,X,10,10,10,10,9,X,X,10,10,9,9
Lecauchois Morgan,0760171,Compiegne,CO S1H,X,X,10,10,10,9,X,10,10,9,9,7,X,10,10,10,10,9,X,10,10,10,10,10,10,10,9,9,9,9,X,10,10,10,9,9
Moine Maxence,0892193,Rueil Malmaison Star,CO S1H,X,X,X,9,9,8,X,10,10,9,9,9,X,X,X,10,10,10,X,X,10,10,9,9,X,10,10,9,9,8,X,10,10,9,9,9
Moine Maxence,0892193,Rueil Malmaison Star,CO S1H,10,10,10,10,9,9,X,X,10,10,10,9,X,X,10,9,9,9,X,X,10,10,10,9,X,10,9,9,9,9,X,X,X,10,10,9
Nicolai Dorian,1306038,Nice Ac,CO U21H,X,9,9,9,9,7,10,10,10,10,9,9,X,10,10,9,9,9,10,10,9,9,9,9,X,10,9,9,9,9,10,9,9,9,8,8
Nicolai Dorian,1306038,Nice Ac,CO U21H,10,10,9,9,9,9,X,10,9,9,9,8,X,10,10,10,9,8,10,9,9,9,9,9,X,10,9,9,9,9,X,X,10,9,9,8
Art Matteo,0760171,Compiegne,CO U21H,10,10,9,9,9,9,X,10,9,9,9,9,X,X,10,9,9,9,X,10,10,9,9,9,X,X,9,9,9,9,10,10,10,10,9,8
Art Matteo,0760171,Compiegne,CO U21H,X,X,10,10,10,9,X,10,10,9,9,9,X,X,10,9,8,8,X,10,10,10,9,9,10,10,10,10,9,8,X,10,10,9,9,9
Alouani Neil,0892193,Rueil Malmaison Star,CO S1H,10,9,9,9,9,9,X,10,9,9,9,9,10,10,10,9,9,8,X,X,10,10,9,9,X,10,10,10,10,9,X,X,9,9,9,9
Alouani Neil,0892193,Rueil Malmaison Star,CO S1H,X,10,10,9,9,9,X,10,9,9,9,9,10,10,9,9,9,8,10,10,10,9,9,8,10,9,9,9,9,8,X,10,9,9,9,9
Menard Luke,1306038,Nice Ac,CO S1H,10,10,9,9,9,8,X,10,10,9,9,9,X,10,9,9,9,9,X,10,9,9,9,8,10,10,10,9,9,9,X,10,10,9,9,9
Menard Luke,1306038,Nice Ac,CO S1H,X,X,10,10,10,10,10,10,10,9,9,9,X,9,9,9,9,9,X,10,10,10,10,9,X,X,10,10,9,9,X,X,X,9,9,8
Angot Corentin,0335067,Rennes Cie,CO S1H,X,10,10,9,9,9,X,10,10,10,9,9,10,9,9,9,9,8,X,X,X,10,10,9,X,X,10,10,X,9,X,10,10,9,9,8
Angot Corentin,0335067,Rennes Cie,CO S1H,X,X,10,10,9,9,X,10,10,9,9,9,10,10,9,9,9,7,X,9,9,9,9,5,10,10,9,9,9,8,X,10,10,9,9,9
Delobelle Fabien,0892193,Rueil Malmaison Star,CO S2H,X,X,10,10,10,9,X,X,10,10,10,9,10,10,10,9,9,9,X,X,10,10,10,10,X,X,10,10,9,9,X,10,10,9,9,8
Delobelle Fabien,0892193,Rueil Malmaison Star,CO S2H,X,X,X,X,10,9,X,X,10,10,9,9,X,10,10,10,9,9,X,X,10,10,10,9,X,X,X,10,10,9,X,X,10,10,10,9
Berthet Dylan,1306038,Nice Ac,CO S1H,X,X,X,10,10,10,10,10,10,9,9,9,X,10,9,9,9,9,10,10,10,10,9,9,10,10,10,9,9,9,X,X,10,9,9,9
Berthet Dylan,1306038,Nice Ac,CO S1H,X,X,X,10,10,9,X,10,10,9,9,9,X,X,10,10,9,9,X,X,10,10,9,9,X,10,9,9,9,9,X,10,10,10,9,8
Deloraine Aurelien,0335067,Rennes Cie,CO S1H,10,10,9,9,9,8,X,10,10,10,9,9,X,10,10,10,10,9,X,X,9,9,9,9,X,X,10,9,9,8,10,10,10,9,9,9
Deloraine Aurelien,0335067,Rennes Cie,CO S1H,10,10,10,9,9,8,X,X,10,9,9,9,10,9,9,9,9,9,X,X,X,10,9,9,10,10,10,10,9,9,X,10,10,8,8,8
Boulch Jean Philippe,0892193,Rueil Malmaison Star,CO S1H,X,X,X,10,9,9,X,X,X,10,10,10,X,X,10,10,10,9,X,X,10,9,9,9,X,X,10,10,9,9,X,10,10,9,9,8
Boulch Jean Philippe,0892193,Rueil Malmaison Star,CO S1H,X,X,X,X,X,10,X,10,10,10,10,9,X,X,X,10,10,10,10,10,10,10,9,9,X,X,X,10,10,10,X,X,X,10,10,9
Armanini Sebastien,1306038,Nice Ac,CO S1H,X,10,10,10,9,9,X,X,X,10,10,10,X,X,10,10,9,9,X,X,X,10,9,9,X,9,9,9,9,8,X,X,10,9,9,8
Armanini Sebastien,1306038,Nice Ac,CO S1H,X,10,10,10,10,9,X,10,10,10,10,9,10,10,10,10,9,9,X,X,X,10,10,9,X,X,10,10,10,9,X,10,10,9,9,9
Baraer Quentin,0335067,Rennes Cie,CO S1H,X,X,10,10,9,9,X,X,X,10,10,10,X,X,X,X,10,9,X,X,X,10,10,9,X,X,X,10,10,10,X,X,10,10,10,9
Baraer Quentin,0335067,Rennes Cie,CO S1H,10,10,10,10,9,9,X,X,10,10,9,9,X,X,X,X,10,9,X,X,X,10,10,10,10,10,10,9,9,9,X,10,10,9,9,8
Seris Bastien,1079182,Ardin,CO S1H,X,X,10,9,9,9,X,10,9,9,9,8,X,X,10,10,9,8,10,10,9,9,9,8,X,X,10,9,9,9,9,9,9,9,9,8
Seris Bastien,1079182,Ardin,CO S1H,10,10,10,9,9,9,X,10,10,9,9,9,X,10,10,9,9,9,X,9,9,9,9,8,X,10,10,10,10,9,X,X,X,10,10,9
Joussaume Thierry,1249050,Cholet Tac,CO S2H,X,X,10,9,9,9,X,10,10,9,9,9,X,X,10,9,9,8,X,X,9,9,9,9,X,X,10,9,9,9,X,10,10,10,9,9
Joussaume Thierry,1249050,Cholet Tac,CO S2H,X,10,10,10,9,9,X,X,10,9,9,9,10,10,9,9,9,9,X,9,9,9,9,9,X,10,10,9,9,M,X,X,10,10,10,9
Lefeuvre Camille,0335067,Rennes Cie,CO S1H,10,10,10,9,9,9,X,X,10,10,9,9,X,X,10,10,9,9,X,X,10,10,10,9,10,10,10,10,9,9,X,X,X,10,9,9
Lefeuvre Camille,0335067,Rennes Cie,CO S1H,X,10,10,10,10,9,X,X,10,10,9,9,10,10,9,9,9,9,X,X,10,9,8,8,X,X,10,10,9,8,X,10,10,10,9,9
Planchet Erwan,1079182,Ardin,CO S1H,X,X,10,9,9,9,X,X,10,10,10,9,10,10,10,10,9,9,X,X,10,10,10,9,X,10,10,10,9,9,X,X,10,10,9,9
Planchet Erwan,1079182,Ardin,CO S1H,X,10,10,10,9,9,X,10,10,9,9,9,X,10,9,9,9,8,10,10,9,9,9,9,X,X,10,9,9,9,X,X,10,10,9,9
Fautrat Quentin,0950054,Brehal,CO S1H,X,10,10,10,10,9,10,10,10,9,9,9,X,10,10,9,9,9,X,X,10,10,10,9,X,X,X,10,10,9,X,10,10,10,9,9
Fautrat Quentin,0950054,Brehal,CO S1H,X,10,10,10,9,7,X,10,10,10,10,10,X,X,10,10,10,9,X,10,10,9,9,9,X,X,X,10,10,9,X,X,10,9,9,8
Dupuis Anthony,0335067,Rennes Cie,CO S1H,X,10,10,9,9,9,X,X,X,10,10,9,10,10,10,10,9,9,X,X,X,X,X,10,X,X,9,9,9,9,X,10,10,10,9,8
Dupuis Anthony,0335067,Rennes Cie,CO S1H,X,10,10,10,10,10,10,10,10,10,9,9,10,10,9,9,9,8,X,X,10,9,9,9,X,X,X,10,10,9,X,X,10,10,9,8
Salard Ludovic,1079182,Ardin,CO S2H,9,9,9,9,9,8,X,10,10,10,9,9,9,9,9,9,9,9,X,10,10,9,9,9,X,9,9,9,8,8,X,10,10,9,9,9
Salard Ludovic,1079182,Ardin,CO S2H,X,9,9,9,9,9,X,10,9,9,9,9,X,10,10,10,9,9,X,10,10,9,9,8,X,9,9,9,9,9,X,X,9,9,9,9
Bouleau Victor,0760197,Beauvais,CO S1H,X,X,10,10,10,9,X,X,10,10,9,8,X,10,10,10,10,9,X,X,10,10,10,9,X,10,10,9,9,9,X,10,10,10,10,10
Bouleau Victor,0760197,Beauvais,CO S1H,X,X,10,10,10,9,X,10,10,10,10,9,X,X,10,9,9,9,X,10,10,10,10,9,10,10,10,10,9,8,X,X,X,10,10,9
Dubois Francois,0335067,Rennes Cie,CO S1H,X,X,X,10,10,9,X,X,10,10,10,10,X,X,X,10,10,9,X,X,X,10,10,10,X,X,X,10,9,9,X,X,X,10,10,9
Dubois Francois,0335067,Rennes Cie,CO S1H,X,X,X,10,9,9,X,X,10,10,10,10,X,10,10,10,10,10,X,X,X,10,10,10,X,X,10,10,10,9,X,X,10,10,10,9
Salard Gautier,1079182,Ardin,CO S1H,X,X,9,9,9,9,X,X,10,9,9,9,X,10,10,10,10,10,X,X,10,10,9,8,X,10,9,9,9,9,X,X,10,10,9,9
Salard Gautier,1079182,Ardin,CO S1H,X,10,10,10,10,9,X,X,10,10,10,9,X,10,10,9,9,8,X,X,10,10,10,9,X,X,10,10,9,9,X,X,X,10,10,8
Pouphile David,0221014,Dijon,CO S2H,10,10,10,9,9,9,X,9,9,9,9,9,X,10,10,10,9,9,9,9,9,9,9,8,X,10,9,9,9,8,10,10,10,9,9,9
Pouphile David,0221014,Dijon,CO S2H,X,X,X,10,9,9,X,10,9,9,9,9,X,X,10,10,9,9,X,10,9,9,9,8,10,10,10,9,9,9,X,X,10,9,9,9
Arnoux Christophe,1313078,Miramas,CO S2H,10,10,10,9,9,8,10,10,9,9,9,8,10,10,9,9,9,9,10,9,9,9,9,9,10,9,9,9,9,9,X,10,9,9,9,9
Arnoux Christophe,1313078,Miramas,CO S2H,X,10,9,9,9,8,X,X,10,9,9,9,X,10,10,10,9,8,X,9,9,9,8,7,10,9,9,9,9,9,X,10,10,10,9,9
Nicolas Adrien,0893225,Neuilly Sur Marne,CO S1H,X,10,10,10,9,9,X,10,10,9,9,8,X,X,10,10,10,9,X,10,10,10,9,9,X,10,9,9,9,8,X,X,X,10,9,9
Nicolas Adrien,0893225,Neuilly Sur Marne,CO S1H,X,10,9,9,9,8,X,X,X,10,9,9,X,X,9,9,9,9,X,X,10,10,9,9,X,10,10,10,9,9,X,X,X,X,9,M
Jeambrun Andeol,0221014,Dijon,CO S1H,X,10,9,9,9,8,X,X,9,9,8,7,X,9,9,9,9,8,X,9,9,9,8,8,10,10,10,9,9,9,10,9,9,9,9,9
Jeambrun Andeol,0221014,Dijon,CO S1H,10,10,9,9,9,8,X,X,9,9,9,7,X,X,X,10,9,8,X,10,10,10,10,7,X,X,10,9,9,8,10,10,10,9,8,6
Albanese Remy,1313078,Miramas,CO S1H,X,X,10,10,9,9,X,10,10,10,10,9,X,10,10,10,10,10,10,10,10,10,9,9,X,10,10,10,10,9,X,X,10,10,10,9
Albanese Remy,1313078,Miramas,CO S1H,X,X,X,X,10,9,X,X,X,9,9,9,10,10,9,9,9,9,X,X,X,10,10,9,X,10,10,10,9,8,X,10,10,10,10,9
Labiche Nicolas,0893225,Neuilly Sur Marne,CO S1H,X,X,X,10,10,9,X,X,10,9,9,9,X,X,10,9,9,9,X,10,10,10,10,10,X,10,10,10,10,9,X,X,10,10,10,10
Labiche Nicolas,0893225,Neuilly Sur Marne,CO S1H,X,X,X,10,9,9,X,X,10,10,10,10,X,10,10,10,9,9,X,10,10,10,10,9,X,10,10,9,9,9,X,10,10,10,10,9
Mangelle Mateo,0221014,Dijon,CO S1H,X,10,10,10,9,9,X,10,10,10,9,9,X,X,X,X,10,10,X,10,10,10,9,9,X,10,9,9,9,9,X,10,10,9,9,9
Mangelle Mateo,0221014,Dijon,CO S1H,X,10,9,9,9,9,X,X,X,X,X,10,X,10,10,10,10,9,X,10,10,10,9,9,X,10,10,10,10,10,X,10,10,10,9,9
Pauner Joan,1313078,Miramas,CO S1H,X,X,10,10,9,8,10,10,10,10,10,10,X,10,10,10,9,8,X,X,10,10,10,10,X,X,10,10,9,9,X,10,10,9,9,9
Pauner Joan,1313078,Miramas,CO S1H,X,X,10,10,9,9,X,X,X,10,10,9,10,10,10,9,9,9,X,10,10,10,9,10,X,X,X,10,10,9,X,X,10,10,10,9
Joubert Valentin,0893225,Neuilly Sur Marne,CO S1H,X,10,10,10,9,9,10,10,10,10,9,9,X,X,X,10,10,9,X,10,9,9,9,9,10,10,10,9,9,9,10,10,10,9,9,9
Joubert Valentin,0893225,Neuilly Sur Marne,CO S1H,X,10,10,9,9,9,X,10,10,10,X,9,X,X,X,10,10,9,10,10,10,9,9,9,X,X,10,9,9,9,X,X,X,X,10,9
Guerin Maxime,0221014,Dijon,CO S1H,X,X,X,X,9,9,X,10,10,10,10,9,X,X,X,10,9,9,X,X,X,9,9,9,X,X,10,10,10,9,X,10,10,9,9,9
Guerin Maxime,0221014,Dijon,CO S1H,X,X,X,10,10,9,X,10,9,9,9,8,X,10,9,9,9,9,X,10,10,9,9,9,10,10,10,9,9,9,X,10,10,10,10,9
Dene Axel,1313078,Miramas,CO S1H,10,10,9,9,9,8,10,10,9,9,9,8,10,10,10,9,9,9,10,10,9,9,9,9,X,10,10,9,9,9,X,10,10,10,9,9
Dene Axel,1313078,Miramas,CO S1H,10,10,9,9,9,9,X,X,10,10,10,9,X,X,10,10,10,9,X,10,10,10,9,9,X,10,10,10,10,9,10,10,9,9,9,8
Vrillaud Frizziero Celian,0893225,Neuilly Sur Marne,CO U21H,X,10,9,9,9,8,10,10,10,10,9,9,X,X,10,10,9,9,X,10,10,9,9,9,X,X,10,10,10,9,X,X,10,10,9,9
Vrillaud Frizziero Celian,0893225,Neuilly Sur Marne,CO U21H,X,X,10,10,9,8,X,X,10,10,9,9,X,10,10,9,9,9,X,X,9,9,9,9,X,10,10,9,9,9,X,10,10,9,9,8
Larpenteur Bastien,0221014,Dijon,CO S2H,10,10,10,10,10,9,X,9,9,9,9,9,10,10,9,9,9,8,X,10,9,9,9,9,10,10,10,10,9,8,X,10,10,10,9,9
Larpenteur Bastien,0221014,Dijon,CO S2H,X,10,10,10,9,8,10,10,9,9,9,9,10,10,9,9,9,9,X,10,9,9,9,9,10,10,10,9,9,9,10,10,9,9,9,9
Picquier Marine,0437083,St Avertin,CL S1F,10,10,10,9,8,8,X,X,10,10,9,9,X,10,9,9,8,7,X,9,8,7,7,7,X,10,9,9,8,8,9,9,9,8,7,7
Picquier Marine,0437083,St Avertin,CL S1F,10,10,9,9,9,8,10,10,9,8,8,8,10,9,8,8,7,7,10,10,10,9,8,7,10,9,9,8,8,8,10,9,9,9,8,8
Barbelin Lisa,0163157,Riom,CL S1F,X,10,9,9,9,7,10,10,10,9,9,9,X,10,9,9,9,9,X,X,X,9,9,9,X,10,10,9,9,8,X,X,10,9,9,8
Barbelin Lisa,0163157,Riom,CL S1F,X,X,X,10,10,9,X,10,10,9,9,8,X,X,9,9,9,8,X,X,9,9,8,8,X,10,10,10,9,9,X,X,10,9,9,7
Blondel Romane,0289107,Brienon/Armancon,CL S1F,X,9,9,8,8,6,9,9,8,7,7,5,10,10,9,8,8,8,10,9,9,9,8,8,X,10,9,7,7,6,X,9,8,7,7,6
Blondel Romane,0289107,Brienon/Armancon,CL S1F,X,X,9,9,9,9,10,9,9,9,8,8,9,9,9,8,8,4,9,9,9,8,8,8,10,10,8,8,8,8,10,9,9,8,8,4
Lefranc Judith,0437083,St Avertin,CL U18F,10,10,9,9,9,8,X,9,9,8,8,7,X,10,9,9,8,8,X,9,9,8,8,8,X,10,10,8,8,8,10,10,9,9,9,8
Lefranc Judith,0437083,St Avertin,CL U18F,X,X,10,9,9,9,10,9,9,8,8,7,X,9,9,9,9,8,X,10,10,9,8,8,X,9,9,8,7,7,10,10,10,9,8,8
Er'rahmouni Siham,0163157,Riom,CL U21F,10,9,9,8,8,7,10,9,8,8,8,7,X,10,10,9,9,9,9,9,8,8,8,6,X,10,9,9,7,7,10,10,9,9,8,8
Er'rahmouni Siham,0163157,Riom,CL U21F,X,9,9,9,8,7,10,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,8,7,10,10,9,9,8,8,10,9,9,8,8,7
Chollet Louise,0289107,Brienon/Armancon,CL U21F,X,9,7,7,6,5,X,9,9,8,8,6,8,8,7,6,6,6,10,8,7,6,6,5,10,9,8,8,7,6,9,9,9,9,9,8
Chollet Louise,0289107,Brienon/Armancon,CL U21F,9,9,9,8,7,6,10,8,8,7,6,6,10,10,9,9,9,7,8,8,8,7,6,3,8,7,7,7,7,6,X,10,8,8,6,6
Lacroix Emilie,0437083,St Avertin,CL S1F,10,9,9,8,8,8,10,10,9,9,8,7,9,9,9,9,8,8,10,9,9,8,8,7,9,9,8,7,7,7,10,9,9,8,8,8
Lacroix Emilie,0437083,St Avertin,CL S1F,X,10,10,10,9,7,9,8,8,8,8,8,X,10,9,9,9,8,X,10,9,9,9,9,10,10,9,9,8,7,10,9,9,9,8,8
Lopez Caroline,0163157,Riom,CL S1F,X,X,9,8,8,8,10,9,9,9,8,7,X,10,10,9,9,8,9,9,9,9,8,8,X,10,10,9,9,9,X,10,9,9,9,9
Lopez Caroline,0163157,Riom,CL S1F,10,10,9,9,8,8,X,10,10,9,9,9,X,9,9,9,9,8,X,X,10,10,9,8,X,10,9,9,9,9,X,10,10,10,9,9
Parnat Reena,0289107,Brienon/Armancon,CL S1F,10,9,9,9,9,8,X,9,9,9,9,8,X,10,10,9,9,7,10,9,9,9,8,8,10,9,8,8,8,8,X,10,10,10,9,8
Parnat Reena,0289107,Brienon/Armancon,CL S1F,X,10,9,9,9,9,X,10,9,9,8,7,10,10,9,9,9,9,X,10,9,9,9,9,10,9,9,9,9,7,10,9,9,9,9,8
Jangnas Erika,0437083,St Avertin,CL S1F,9,9,8,8,7,6,X,10,9,9,9,8,X,9,9,9,8,8,X,9,9,8,8,7,10,10,9,8,8,8,9,9,9,8,8,8
Jangnas Erika,0437083,St Avertin,CL S1F,X,9,9,9,9,9,X,10,9,8,8,8,9,9,9,9,7,7,9,9,9,8,8,7,X,10,9,8,8,8,X,10,10,9,9,7
Ramel Aziliz,0163157,Riom,CL S1F,10,9,8,8,8,6,X,10,9,9,8,8,10,9,9,8,8,6,9,9,9,9,8,8,10,9,9,9,8,8,9,9,9,8,8,7
Ramel Aziliz,0163157,Riom,CL S1F,10,9,9,9,8,7,10,10,10,9,9,8,10,9,9,9,8,6,9,9,8,8,8,8,X,10,9,8,8,6,X,10,10,9,9,9
Wonneberger Natacha,0289107,Brienon/Armancon,CL S1F,X,9,9,9,9,7,10,9,9,9,8,7,10,9,9,9,8,8,X,10,10,9,9,9,X,10,10,9,9,8,10,9,9,9,8,8
Wonneberger Natacha,0289107,Brienon/Armancon,CL S1F,X,9,9,9,8,6,10,10,9,9,8,8,X,10,10,9,8,7,10,10,9,9,9,8,X,9,9,9,8,8,9,9,8,8,7,7
Pringez Camille,0169178,Brignais,CL S1F,X,10,9,9,8,8,9,9,8,8,8,7,10,10,9,6,6,5,10,10,10,9,8,7,10,9,8,8,8,7,9,8,8,7,6,5
Pringez Camille,0169178,Brignais,CL S1F,10,9,9,9,7,6,10,10,9,9,9,8,10,9,9,8,7,7,9,8,8,8,6,5,10,9,9,8,7,7,10,9,8,7,7,5
Beranek Constance,0610019,Arcis Sur Aube,CL U21F,8,8,8,7,7,4,10,9,9,8,7,5,X,9,9,9,8,5,9,8,8,8,7,6,10,10,9,8,7,5,9,9,9,7,7,6
Beranek Constance,0610019,Arcis Sur Aube,CL U21F,10,9,9,7,7,4,10,10,10,8,8,6,X,X,8,6,6,6,9,9,8,7,7,6,9,9,8,6,6,6,X,10,9,9,8,4
